MS_NO,DIVISION_GROUP,DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME,ART_SV_NAME_ENG,ART_NO,ART_SV_NO,BARCODE,BRAND,MODEL_NO,EXTRA_INFO,DC_SUPPL_NO,DC_SUPPL_NAME
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLแตะชาย GM42216 กรม S41,GAMBOL M GM42216 NAVY 41,103151522,0,8854221641014,GAMBOL,GM42216,DMD110626,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLแตะชาย GM42216 เทา S40,GAMBOL M GM42216 GREY 40,103151526,0,8854221640048,GAMBOL,GM42216,DMD110626,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLแตะชาย GM42216 กรม S40,GAMBOL M GM42216 NAVY 40,103151521,0,8854221640017,GAMBOL,GM42216,DMD110626,9110142,9110142 : BPINDC-XDOCK(42)
610200104,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102001 ANTIBACTERIALS,0610200104 MACROLIDES,P_เมโทรแม็กซ์  250 มล.,P_MEITHROMAX 250 ML,102236149,0,8854221004314,MEITHROMAX,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ตาลอ่อน S44,GAMBOL SANDAL GM42207 LBR S44,103106124,0,8854220744075,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ดำ S44,GAMBOL SANDAL GM42207 BL S44,103106119,0,8854220744044,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ตาลอ่อน S43,GAMBOL SANDAL GM42207 LBR S43,103106123,0,8854220743078,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ดำ S43,GAMBOL SANDAL GM42207 BL S43,103106118,0,8854220743047,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ตาลอ่อน S42,GAMBOL SANDAL GM42207 LBR S42,103106122,0,8854220742071,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ดำ S42,GAMBOL SANDAL GM42207 BL S42,103106117,0,8854220742040,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ตาลอ่อน S41,GAMBOL SANDAL GM42207 LBR S41,103106121,0,8854220741074,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ดำ S41,GAMBOL SANDAL GM42207 BL S41,103106116,0,8854220741043,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ตาลอ่อน S40,GAMBOL SANDAL GM42207 LBR S40,103106120,0,8854220740077,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42207 ดำ S40,GAMBOL SANDAL GM42207 BL S40,103106115,0,8854220740046,GAMBOL,GM42207,NMD180726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42189กรม40,GAMBOL MEN GM42189 NV40,103004191,0,8854218940021,GAMBOL,GM42189,PMD030925,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184กรมS35,GAMBOL SANDAL NA S35,103018319,0,8854218435060,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184ดำS35,GAMBOL SANDAL BL S35,103018315,0,8854218435053,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184กรมS34,GAMBOL SANDAL NA S34,103018318,0,8854218434063,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184ดำS34,GAMBOL SANDAL BL S34,103018314,0,8854218434056,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184กรมS33,GAMBOL SANDAL NA S33,103018317,0,8854218433066,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184ดำS33,GAMBOL SANDAL BL S33,103018313,0,8854218433059,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184กรมS32,GAMBOL SANDAL NA S32,103018316,0,8854218432069,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350410202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410202 V-STRAP,GAMBOLแตะสวมGK42184ดำS32,GAMBOL SANDAL BL S32,103018312,0,8854218432052,GAMBOL,GK42184,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166ดำ9,GAMBOL MEN,102863952,0,8854216609043,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166กรม9,GAMBOL MEN,102863949,0,8854216609012,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166ดำ8,GAMBOL MEN,102863951,0,8854216608046,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166กรม8,GAMBOL MEN,102863948,0,8854216608015,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166ดำ7,GAMBOL MEN,102863950,0,8854216607049,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350210201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210201 STRAP,GAMBOLบุรุษGM42166กรม7,GAMBOL MEN,102863947,0,8854216607018,GAMBOL,GM42166,NMD210726,9110142,9110142 : BPINDC-XDOCK(42)
350410201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035041 BOY SHOES,03504102 SANDALS,0350410201 STRAP,GAMBOLแตะสวมGK42150กรมS32,GAMBOL BOY SANDALS NAVY S32,102965218,0,8854215032019,GAMBOL,GK42150,DMD020925,9110142,9110142 : BPINDC-XDOCK(42)
560800503,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800503 ISAN SAUSAGE,วาสนา ไส้อั่วสมุนไพร 500กรัม,VASSANA NORTHERN SAUSAGE 500G.,103228303,0,8854198078394,VASANA,500G,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800501,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800501 FERMENTED MEAT,วาสนา ปลาส้มฟัก 300กรัม,VASSANA FISH PICKLED SOUR 300G,103143993,0,8854198078387,VASANA,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800501,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800501 FERMENTED MEAT,วาสนา แหนมปลากราย 300กรัม,VASSANA SOUR FISH SAUSAGE 300G,103143994,0,8854198078363,VASANA,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800501,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800501 FERMENTED MEAT,วาสนา หมูส้มแท่ง 180กรัม,VASSANA FERMENTED PORK 180G.,103143992,0,8854198078332,VASANA,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
560800503,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056080 SAUSAGE,05608005 LOCAL SAUSAGE,0560800503 ISAN SAUSAGE,วาสนา ไส้กรอกอีสาน 400กรัม,VASSANA ISAN SAUSAGE 400GRAM,103143995,0,8854198000159,VASANA,NO_MODEL,NMD180726,9292452,9292452 : FF CENTRAL SUPP-52 (X-DOCK-92924)
110100105,01 NonFood,01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101001 ELECTRIC JARPOT,0110100105 JAR POT,ELEC JAR POT 2.2L TOSHIBA PLK-G22,ELEC JAR POT 2.2L TOSHIBA PLK-G22,101034443,0,8854182040321,TOSHIBA,NO_MODEL,NMD250526,9110142,9110142 : BPINDC-XDOCK(42)
112100102,01 NonFood,01 HARD LINE,0112 MAJOR APPLIANCE,0112 MAJOR APPLIANCE,011210 REFRIGERATOR,01121001 ONE DOOR,0112100102 >= 5Q,ตู้เย็น1D 6.4Q TOSHIBA GR-D189,REF1D 6.4Q TOSHIBA GR-D189,102830893,0,8854182038892,TOSHIBA,GR-D189SH,PSINMD290626,9110142,9110142 : BPINDC-XDOCK(42)
112100102,01 NonFood,01 HARD LINE,0112 MAJOR APPLIANCE,0112 MAJOR APPLIANCE,011210 REFRIGERATOR,01121001 ONE DOOR,0112100102 >= 5Q,ตู้เย็น1D 5.2Q TOSHIBA GR-D149,REF1D 5.2Q TOSHIBA GR-D149,102830892,0,8854182038687,TOSHIBA,GR-D149SH,PSINMD300326,9110142,9110142 : BPINDC-XDOCK(42)
430300106,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300106 INTERNATIONAL RICE,มิโนริข้าวญี่ปุ่น1กก.,MINORI JAPANESE RICE 1 KG,102144825,0,8854158999981,MINORI,1KG.,NMD250626,9110142,9110142 : BPINDC-XDOCK(42)
430300101,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300101 JASMINE,พนมรุ้งข้าวขาวหอมมะลิ100%5กก.,PANOMRUNG JASMINE RICE 5 KG,102011245,0,8854158840009,PHANOMRUNG,5 KG,NMD280726,9110141,9110141 : BPINDC-STOCKING(41)
430300101,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300101 JASMINE,พนมรุ้งข้าวหอม100% 5กก,PANOMRUNG  HOM100% 5 KG,102839010,0,8854158141007,PHANOMRUNG,5KG,NMD200626,9110141,9110141 : BPINDC-STOCKING(41)
430300106,02 Food,04 DRY FOOD,0430 SALTED GROCERY,0430 SALTED GROCERY,043030 AGRICULTURE,04303001 RICE,0430300106 INTERNATIONAL RICE,มิโนริข้าวญี่ปุ่น 5กก.,MINORI JAPANESE RICE 5 KG.,101678040,0,8854158100462,MINORI,NO_MODEL,NMD200626,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 ดำ S44,GAMBOL M GM41142 BLACK 44,103206009,0,8854114244056,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 นต. S44,GAMBOL M GM41142 BROWN 44,103206004,0,8854114244049,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 ดำ S43,GAMBOL M GM41142 BLACK 43,103206008,0,8854114243059,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 นต. S43,GAMBOL M GM41142 BROWN 43,103206003,0,8854114243042,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 ดำ S42,GAMBOL M GM41142 BLACK 42,103206007,0,8854114242052,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 นต. S42,GAMBOL M GM41142 BROWN 42,103206002,0,8854114242045,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 ดำ S41,GAMBOL M GM41142 BLACK 41,103206006,0,8854114241055,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 นต. S41,GAMBOL M GM41142 BROWN 41,103206001,0,8854114241048,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 ดำ S40,GAMBOL M GM41142 BLACK 40,103206005,0,8854114240058,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350210202,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035021 MEN SHOES,03502102 SANDALS,0350210202 V-STRAP,GAMBOLแตะชาย GM41142 นต. S40,GAMBOL M GM41142 BROWN 40,103206000,0,8854114240041,GAMBOL,GM41142,NMD030226,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 ดำ S39,GAMBOL L GW41142 BLACK 39,103205939,0,8854114239052,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 นต. S39,GAMBOL L GW41142 L-BROWN 39,103205935,0,8854114239045,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 ดำ S38,GAMBOL L GW41142 BLACK 38,103205938,0,8854114238055,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 นต. S38,GAMBOL L GW41142 L-BROWN 38,103205934,0,8854114238048,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 ดำ S37,GAMBOL L GW41142 BLACK 37,103205937,0,8854114237058,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 นต. S37,GAMBOL L GW41142 L-BROWN 37,103205933,0,8854114237041,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 ดำ S36,GAMBOL L GW41142 BLACK 36,103205936,0,8854114236051,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
350110201,01 NonFood,03 SOFT LINE,0350 FOOTWEAR,0350 FOOTWEAR,035011 LADIES SHOES,03501102 SANDALS,0350110201 LOW HEEL,GAMBOLแตะสตรี GW41142 นต. S36,GAMBOL L GW41142 L-BROWN 36,103205932,0,8854114236044,GAMBOL,GW41142,NMD120526,9110142,9110142 : BPINDC-XDOCK(42)
560400104,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056040 PACKAGED DESSERT,05604001 PRESERVED FRUIT,0560400104 BANANA,บ้านมะขามกล้วยกรอบไส้มะขาม90ก.,TH BANANA&TAMARIND JAM 90G.,102627741,0,8854099007110,TAMARIND HOUSE,90G.,NMD060726,9110142,9110142 : BPINDC-XDOCK(42)
560400102,02 Food,05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056040 PACKAGED DESSERT,05604001 PRESERVED FRUIT,0560400102 TAMARIND,บ้านมะขามมะขามอบแห้ง80กรัม,TH SEEDLESS DRIED TAMARIND 80G,102715265,0,8854099006533,TAMARIND HOUSE,80G.,NMD280726,9110142,9110142 : BPINDC-XDOCK(42)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_คลีน&แคร์ นาซาลคอนเนค,P_KLEAN&KARE NASAL CONNECT,103054528,0,8854060904349,KLEAN&KARE,MEDICAL DEVICE,NMD170326,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&Kนิซซี่สเปรนำเกลือพ่นจมู10,P_KLEAN&KARE NIZZYSPRAY10ML,102961774,0,8854060904134,KLEAN&KARE,MEDICAL DEVICE,NMD220726,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_KLEAN&KARE จุกล้างจมูก,P_KLEAN&KARE NASAL ADAPTOR,102210613,0,8854060901010,ANB,MEDICAL DEVICE,NMD060825,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300301,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300301 LC ANTIDECONGESTANTS,P_คลีน&แคร์อะควาแคร์ 1000มล,P_KLEAN&KARE AQUA KARE 1000 ML,102899123,0,8854060621031,KLEAN&KARE,DRUG,NMD231123,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300203,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203002 CONTACT LENS PREPARATIONS,0620300203 NL MULTI-PURPOSE SOLUTION,P_เซ็นซิพลัส 100 มล.,P_SENSIPLUS 100 ML.,102835508,0,8854060617034,ANB,MEDICAL DEVICE,NMD170426,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&K ดัมเบล 1000ML,P_K&K DUMBELL  1000ML.,103029713,0,8854060615344,KLEAN&KARE,MEDICAL DEVICE,NMD180226,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&K นอร์มอลแคร์ 1000ML,P_K&K NORMAL KARE 1000 ML.,103029711,0,8854060615320,KLEAN&KARE,MEDICAL DEVICE,NMD190326,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&K นอร์มอลแคร์ 500ML,P_K&K NORMAL KARE 500 ML.,103029710,0,8854060615313,KLEAN&KARE,MEDICAL DEVICE,NMD170426,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&K นอร์มอลแคร์ 200ML,P_K&K NORMAL KARE 200 ML.,103029709,0,8854060615306,KLEAN&KARE,MEDICAL DEVICE,NMD190326,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300304,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203003 EAR NOSE THROAT PREPARATIONS,0620300304 NL EAR PREPARATIONS,P_K&K นอร์มอลแคร์ 100ML,P_K&K NORMAL KARE 100 ML.,103029708,0,8854060615290,KLEAN&KARE,MEDICAL DEVICE,NMD190326,9110241,9110241 : BPNPUREDC-STOCKING(41)
620300101,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062030 EENT,06203001 ARTIFICIAL TEARS & LUBRICANTS,0620300101 LC EYES LUBRICANT PREPARATION,P_ออพ-ไอซ์ ยาล้างตา 110 ML,P_OP-IZE EYE WASH 110 ML,102224773,0,8854060607011,ANB,DRUG,NMD190326,9110241,9110241 : BPNPUREDC-STOCKING(41)
610200105,03 OTHER,06 PHARMACY,0610 PRESCRIPTION,0610 PRESCRIPTION,061020 ANTIBIOTIC,06102001 ANTIBACTERIALS,0610200105 PENICILLINS,P_เพนนิซิลิน 500 000 ไอยู 12 เม็ด,P_เพนนิซิลิน 500 000 ไอยู 12 เม็ด,101394292,0,8854060002380,ANB,DANGEROUS DRUG,NMD040523,9110241,9110241 : BPNPUREDC-STOCKING(41)
620700202,03 OTHER,06 PHARMACY,0620 OVER THE COUNTER,0620 OVER THE COUNTER,062070 RESPIRATORIES SYSTEM,06207002 CHEST RUBS & INHALANTS,0620700202 NL CHEST RUBS & INHALANTS,P_ไอซี่ เจลลี่ บาล์ม 7ก,P_IZE GELLIBALM 7G(P),100652179,0,8854060000010,ANB,HOUSEHOLD DRUG,NMD060825,9110241,9110241 : BPNPUREDC-STOCKING(41)
