DIVISION_NAME,DEPT_GROUP_NAME,DEPARTMENT_NAME,SUBDEPARTMENT_NAME,CLASS_NAME,SUBCLASS_NAME,ART_SV_NAME
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700402 BLADES,ใบมีดเวคเตอร์4ใบมีด(MP)
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100508 FRUIT EXTRACTOR,ค.สกัดน้ำผลไม้ 350W TF ZE370
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101003 RICE COOKER,0110100303 COMPUTER TYPE,ม.ข้าวดิจิตอล1.8L TEFAL RK7321
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100509 CHOPPER,TEFALค.บดสับอาหารMB520138 0.4L
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100502 MIXER,TEFAL ค.ผสมอาหาร HT450B38​
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100501 BLENDER,TEFALเครื่องปั่นBL2B1166​
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101011 DINNERWARE,0210101102 SINGLE BOWELS,FRSชามกว้างเซรามิค คละลาย8นิ้ว
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101011 DINNERWARE,0210101101 SINGLE PLATES,FRSจานบัวลึกเซรามิคคละลาย8นิ้ว
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค385MLล.สีดอกฟ้า
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค385MLล.สีดอกชมพู
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค405MLล.สีดอกฟ้า
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค405MLล.สีดอกชมพู
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค355MLล.LOVE
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค355MLล.COFFEE
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค375MLสีขาว
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค375MLสีฟ้า
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค375MLสีเทา
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021010 TABLEWARE,02101012 GLASSWARE,0210101203 MUGS,BIGC GSแก้วมัค375MLสีเบจ
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202105 MARKER,ชาร์ปี้ มาร์กเกอร์ไฟน์พาสเทลP4
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502022 WRITING ACCESSORIES,0250202202 LIQUID PAPER,เทปลบคำผิดเปเป้อร์เมท 5MX6MM
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202105 MARKER,ชาร์ปี้เอสโน๊ตมาร์คเกอร์ P4
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202102 PENCIL,ROTRINGดินสอไม้ คละสี แพค8แท่ง
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202106 HIGHLIGHTER,ชาร์ปี้ไฮไลท์ ฟลูโอ แพค 4 ด้าม
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202105 MARKER,ชาร์ปี้ มาร์กเกอร์แกลมป็อป P.5
02 HOME LINE,0250 STATIONERY & EDUTAINMENT,0250 STATIONERY & EDUTAINMENT,025020 PEN & OFFICE,02502021 WRITING INSTRUMENT,0250202102 PENCIL,รอตติ้ง ติ๊กกี้เรโทรเซตดินสอกด
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,IMP_มิลก้า อัลเพนมิลช์ ช็อกโกแลต
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,IMP_บอนน์มาม็อง แยมเชอร์รี่370ก.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,IMP_บอนน์มาม็อง แยมสตรอเบอรี่370ก.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,IMP_บอนน์มาม็อง แยมส้ม370ก.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,IMP_บอนน์มาม็อง แยมราสเบอร์รี่370ก.
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041040 BAKING/DESSERT,04104001 BREAD SPREADS,0410400101 JAM/JELLIES,IMP_บอนน์มาม็อง แยมบลูเบอรี่370ก.
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100507 FRYER,TEFALม.ทอดไร้น้ำมัน4.2L EY2018
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101001 ELECTRIC JARPOT,0110100103 KETTLE,กาต้มน้ำ1.5L TEFAL KO150166
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100507 FRYER,TEFALม.ทอด 5L EY2453T0
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011010 COOKING,01101005 FOOD PREPARATION,0110100509 CHOPPER,ค.บดสับ 1000W TEFAL DPA130
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102001 COFFEE,0410200102 ROAST/GROUND,IMP_UCC แคปซูล ริสเทรตโต้ 50ก
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102001 COFFEE,0410200102 ROAST/GROUND,IMP_UCC แคปซูลเอสเพรสโซ่ 50ก
04 DRY FOOD,0410 SWEETED GROCE.1,0410 SWEETED GROCE.1,041020 HOT DRINK,04102001 COFFEE,0410200102 ROAST/GROUND,IMP_UCC แคปซู ลุงโก 50ก
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์เอ็กเซลเลนท์ดาร์ก78%100ก
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์เอ็กซ์ตร้าครีมมี่มิลค์80ก
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์เอ็กซ์ตร้าครีมมี่ดาร์ก80ก
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,IPคลินด์ดาร์ก100G
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ช็อกลินด์เอ็กดาร์ค85%100ก.
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,IPชอคลินด์ดาร์กรสส้ม100G
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์ดาร์กซีซอลท์100G
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์เอ็กเซลเลนท์ดาร์ก90%100G
04 DRY FOOD,0420 SWEETED GROCE.2,0420 SWEETED GROCE.2,042050 CONFECTIONARY,04205005 CHOCOLATE,0420500501 BAR/BLOCK,ลินด์เอ็กเซอเล็นมายด์70%100ก
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200202 MINERAL WATER,IMP_น้ำแร่เอเวียง500มล.
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200202 MINERAL WATER,IMP_น้ำแร่เอเวียง 500มลX6
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200202 MINERAL WATER,IMP_น้ำแร่เอเวียง330ML.
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200202 MINERAL WATER,IMP_น้ำแร่เอเวียง 1500มล.
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_มินิเบบี้ เบลชีส(เนยแข็งชนิดโพรเซสชีส)
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056095 PREMIUM PERISHABLE,05609501 PREMIUM PERISHABLE,0560950101 PREMIUM PERISHABLE,PREMIUM_TLCบายบ็อกน้องชีสซี่
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_เบลคูย์บ เพลน เฟลเวอ
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_เดอะลาฟวิ่งคาว ชีส120G
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_ลาวาชคิริท ชีสสเปรดแฮม
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_คิริเพอะทีทสวีทสตรอเบอร์รี
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_คิริเพอร์พีทราสเบอร์รี่78ก
05 FRESH FOOD,0560 PERISHABLE,0560 PERISHABLE,056010 DAIRY,05601006 CHEESE&SPREAD,0560100603 CHEESE,IMP_TLCชีสดิปเป้อรสพิซซ่า140ก.
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700402 BLADES,บิค ใบมีดอีชี่คลิ๊ก3ใบมีดแพ็ค4
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700401 RAZOR DISPOSABLE,ชุดมีดโกนบิค เฟ็กซ์ทรี
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700405 RAZOR SYSTEM,บิคมีดโกนเฟลกซ์5 ด้าม+4ใบมีด
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021070 RELIGION,02107011 BUDDHIST PRODUCTS,0210701106 MATCHES,BIC ไฟแช็ค XP2
04 DRY FOOD,0460 HBA,0460 HBA,046070 MEN'S CARE,04607004 SHAVING,0460700401 RAZOR DISPOSABLE,บิค3 มีดโกนแพ็ค4+2
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011050 SMALL HOUSEHOLD,01105001 IRON,0110500101 STEAM IRON,TEFAL เตารีดไอน้ำ FV2845T0
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011050 SMALL HOUSEHOLD,01105001 IRON,0110500101 STEAM IRON,TEFAL ตร.ไอน้ำ1200W FV1053T0
01 HARD LINE,0110 SMALL APPLIANCE,0110 SMALL APPLIANCE,011050 SMALL HOUSEHOLD,01105001 IRON,0110500102 DRY IRON,TEFAL เตารีดแห้ง1200W FS2623T0
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045030 LIQUEURS&WHITE,04503001 LIQUEURS,0450300104 OTHER,ริคาร์ท ลิเคียว  70ซล
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,ทีฟาล์ว มีดปอก9ซม คอมฟอท
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,ทีฟาล์ว มีดเชฟ12ซม คอมฟอท
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,ทีฟาล์ว มีดหั่น12ซม คอมฟอท
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,ทีฟาล์ว มีดซันโตกุ12ซม คอมฟอท
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,ทีฟาล์ว กรรไกรคอมฟอท
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301101 KNIFE,เฟรช คิทเช่น มีด SANTOKU 12ซม.
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201103 WOK,TEFALกระทะลึก28COOK&CLEAN
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201103 WOK,กระทะCOOK&CLEAN24ซม.
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,TEFALกระทะลึก26COOK&CLEAN
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะลึกWP NATURA 16
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะลึก24CMCOOK HEALTHY
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะลึก28CMCOOK HEALTHY
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะแบน24CMCOOK HEALTHY
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะแบน28CMCOOK HEALTHY
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะลึกSOCHEFDEEP 24CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะตื้นSOCHEF 21CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะตื้นSOCHEF 24CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,กระทะตื้นSOCHEF 28CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201107 COOKWEAR SET,Tefalกระทะชุด4ชิ้น So Chef
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201107 COOKWEAR SET,กระทะชุด4ชิ้นDay by Day
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201103 WOK,กระทะลึกCOOK EASY32CM B5038995
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201107 COOKWEAR SET,ทีฟาล์วชุดหม้อPRIMARY SET4ชิ้น
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301102 KNIFE SET,ชุดมีดเฟรชคิทเช่นทีฟาล์ว 2ชิ้น
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201107 COOKWEAR SET,ทีฟาล์วชุดกระทะ RUDDY SET3ชิ้น
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301105 LADLE,ทีฟาล์วช้อนคน
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301105 LADLE,ทีฟาล์วตะหลิวกรองขนาดใหญ่
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301105 LADLE,ทีฟาล์วกระบวย
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301105 LADLE,ทีฟาล์วตะหลิวกรอง
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201101 POT,TEFALหม้อด้ามฝาแก้วSTARTER16CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201101 POT,TEFALหม้อด้ามฝาแก้วSTARTER18CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201101 POT,TEFALหม้อ2หูฝาแก้วSTARTER20CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201101 POT,TEFALหม้อ2หูฝาแก้วSTARTER24CM
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021030 KITCHEN,02103011 KITCHEN TOOLS,0210301102 KNIFE SET,ชุดมีดเฟรชคิทเช่นทีฟาล์ว 3ชิ้น
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201102 PAN,TEFALกระทะลึก22ONE PICK
02 HOME LINE,0210 HOUSEWARE,0210 HOUSEWARE,021020 COOKWARE,02102011 POTS/PANS/WOKS,0210201107 COOKWEAR SET,ทีฟาล์วชุดกระทะ DAISY  2 ชิ้น
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200203 SPAKLING WATER,IMP_เปอริเอ้น้ำแร่ขวดแก้ว330ม
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200203 SPAKLING WATER,IMP_เปอริเอ้ น้ำแร่750มล.
04 DRY FOOD,0440 BEVERAGE,0440 BEVERAGE,044020 NON- CARBONATED DRINK,04402002 WATER,0440200203 SPAKLING WATER,IMP_เปอริเอ้น้ำแร่ 1 ลิตร
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506013 SPARKLING,0450601301 FRANCE,AOC CREMANT BOURGOGNE HONORE
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC STEMILION GC RG CH TRAPAUD
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC BORDEAUX RG CH HAUTES TERR
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,CT DU ROUSSILLON DE LA CHIQUE
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,IGP PAYS D OC CAB RG HDC NM750
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506012 ROSE,0450601201 FRANCE,AOC BORDEAUX RS CAF 750ML.
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC COTES DU RHONE RG CAF 750
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC CORBIERES RG MDD CAF 750ML
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC BORDEAUX RG CAF 750ML.
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045060 WINE,04506010 RED,0450601001 FRANCE,AOC HAUT MEDOC RG MDD CAF 750
04 DRY FOOD,0450 LIQUOR,0450 LIQUOR,045020 BRANDY,04502001 IMPORT,0450200102 PREMIUM,J.P. CHENET BRANDY 70CL
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,DLF_ครัวซองค์เนยสดแบบตรง 65 ก
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,ครัวซองท์เนยสด 27 กรัม
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,เดนิชไส้เผือกแช่แข็ง 80G
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,เดนิชไส้ถั่วแดงแช่แข็ง 80กรัม
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,เดนิชไส้คัสตาร์ดลูกเกด
05 FRESH FOOD,0550 BAKERY,0550 BAKERY,055099 RAW MATERIAL,05509908 FROZEN DOUGH,0550990803 PASTRIES,เดนิชไส้ฟักทอง 80 กรัม
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300201 NL ACNE CARE,P_ลาโรชโพเซย์เอฟฟาคลาเจล200มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300201 NL ACNE CARE,P_LRP เอฟฟาคลาร์ เจล 400มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300201 NL ACNE CARE,P_LRP ลาโรช เอฟฟาคลาร์ โฟมมิ้ง เจล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303001 BODY CARE,0630300103 NL HAND & FOOT TREATMENT,P_ลาโรชซิคาพลาสแฮนด์ครีม 50มล.
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300206 NL SUNCARE,P_LRP แอลเจล-ครีมSPF50+ 50มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300201 NL ACNE CARE,P_ลาโรชเอฟฟาคาร์SPF30 40 มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300206 NL SUNCARE,P_LRPลาโรชแอนเทลิโอสดราย15มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300202 NL ANTI-AGING,P_LRP ไฮยาลู บี 5 เซรั่ม30 มล.
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีไฮเดรติ้ง8ออนซ์
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีโฟมมิ่งคลีนเซอร์8ออนซ์
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีไมเซล่าคลีนซิ่ง 10ออนซ
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวี มอยซ์เจอร์โลชั่น236มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีอายรีแพร์ครีม 0.5ออนซ์
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303001 BODY CARE,0630300103 NL HAND & FOOT TREATMENT,P_เซราวี รีแพร์แฮนดครีม50มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีไฮเดรติ้งคลีนเซอร์88มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวี_ไฮเดรติ้ง16ออนซ์
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีโฟมมิ่งคลีนเซอร์88มล
06 PHARMACY,0630 WELL BEING,0630 WELL BEING,063030 MEDICATED SKINCARE,06303002 FACIAL CARE,0630300203 NL BASIC/SENSITIVE,P_เซราวีโฟมมิ่งคลีนเซอร์16ออน
